,Economy ISO3,Indicator,2009-01-01,2009-01-01 00:00:00,2009-02-01,2009-03-01,2009-04-01,2009-04-01 00:00:00,2009-05-01,2009-06-01,2009-07-01,2009-07-01 00:00:00,2009-08-01,2009-09-01,2009-10-01,2009-10-01 00:00:00,2009-11-01,2009-12-01,2010-01-01,2010-01-01 00:00:00,2010-02-01,2010-03-01,2010-04-01,2010-04-01 00:00:00,2010-05-01,2010-06-01,2010-07-01,2010-07-01 00:00:00,2010-08-01,2010-09-01,2010-10-01,2010-10-01 00:00:00,2010-11-01,2010-12-01,2011-01-01,2011-01-01 00:00:00,2011-02-01,2011-03-01,2011-04-01,2011-04-01 00:00:00,2011-05-01,2011-06-01,2011-07-01,2011-07-01 00:00:00,2011-08-01,2011-09-01,2011-10-01,2011-10-01 00:00:00,2011-11-01,2011-12-01,2012-01-01,2012-01-01 00:00:00,2012-02-01,2012-03-01,2012-04-01,2012-04-01 00:00:00,2012-05-01,2012-06-01,2012-07-01,2012-07-01 00:00:00,2012-08-01,2012-09-01,2012-10-01,2012-10-01 00:00:00,2012-11-01,2012-12-01,2013-01-01,2013-01-01 00:00:00,2013-02-01,2013-03-01,2013-04-01,2013-04-01 00:00:00,2013-05-01,2013-06-01,2013-07-01,2013-07-01 00:00:00,2013-08-01,2013-09-01,2013-10-01,2013-10-01 00:00:00,2013-11-01,2013-12-01,2014-01-01,2014-01-01 00:00:00,2014-02-01,2014-03-01,2014-04-01,2014-04-01 00:00:00,2014-05-01,2014-06-01,2014-07-01,2014-07-01 00:00:00,2014-08-01,2014-09-01,2014-10-01,2014-10-01 00:00:00,2014-11-01,2014-12-01,2015-01-01,2015-01-01 00:00:00,2015-02-01,2015-03-01,2015-04-01,2015-04-01 00:00:00,2015-05-01,2015-06-01,2015-07-01,2015-07-01 00:00:00,2015-08-01,2015-09-01,2015-10-01,2015-10-01 00:00:00,2015-11-01,2015-12-01,2016-01-01,2016-01-01 00:00:00,2016-02-01,2016-03-01,2016-04-01,2016-04-01 00:00:00,2016-05-01,2016-06-01,2016-07-01,2016-07-01 00:00:00,2016-08-01,2016-09-01,2016-10-01,2016-10-01 00:00:00,2016-11-01,2016-12-01,2017-01-01,2017-01-01 00:00:00,2017-02-01,2017-03-01,2017-04-01,2017-04-01 00:00:00,2017-05-01,2017-06-01,2017-07-01,2017-07-01 00:00:00,2017-08-01,2017-09-01,2017-10-01,2017-10-01 00:00:00,2017-11-01,2017-12-01,2018-01-01,2018-01-01 00:00:00,2018-02-01,2018-03-01,2018-04-01,2018-04-01 00:00:00,2018-05-01,2018-06-01,2018-07-01,2018-07-01 00:00:00,2018-08-01,2018-09-01,2018-10-01,2018-10-01 00:00:00,2018-11-01,2018-12-01,2019-01-01,2019-01-01 00:00:00,2019-02-01,2019-03-01,2019-04-01,2019-04-01 00:00:00,2019-05-01,2019-06-01,2019-07-01,2019-07-01 00:00:00,2019-08-01,2019-09-01,2019-10-01,2019-10-01 00:00:00,2019-11-01,2019-12-01,2020-01-01,2020-01-01 00:00:00,2020-02-01,2020-03-01,2020-04-01,2020-04-01 00:00:00,2020-05-01,2020-06-01,2020-07-01,2020-07-01 00:00:00,2020-08-01,2020-09-01,2020-10-01,2020-10-01 00:00:00,2020-11-01,2020-12-01,2021-01-01,2021-01-01 00:00:00,2021-02-01,2021-03-01,2021-04-01,2021-04-01 00:00:00,2021-05-01,2021-06-01,2021-07-01,2021-07-01 00:00:00,2021-08-01,2021-09-01,2021-10-01,2021-10-01 00:00:00,2021-11-01,2021-12-01,2022-01-01,2022-01-01 00:00:00,2022-02-01,2022-03-01,2022-04-01,2022-04-01 00:00:00,2022-05-01,2022-06-01,2022-07-01,2022-07-01 00:00:00,2022-08-01,2022-09-01,2022-10-01,2022-10-01 00:00:00,2022-11-01,2022-12-01,2023-01-01,2023-01-01 00:00:00,2023-02-01,2023-03-01,2023-12-01
1402,JAM,"Producer price inflation, annual",9.09,,,,,,,,,,,,,,,,8.63,,,,,,,,,,,,,,,,13.68,,,,,,,,,,,,,,,,7.58,,,,,,,,,,,,,,,,8.46,,,,,,,,,,,,,,,,7.88,,,,,,,,,,,,,,,,-2.75,,,,,,,,,,,,,,,,-0.48,,,,,,,,,,,,,,,,7.03,,,,,,,,,,,,,,,,7.27,,,,,,,,,,,,,,,,3.11,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,12.94,,,,,,,,,,,,,,,,20.12,,,,,,,,,,,,,,,,,,,,
1403,JOR,"Official core consumer price inflation, annual",-0.84,,,,,,,,,,,,,,,,4.88,,,,,,,,,,,,,,,,4.52,,,,,,,,,,,,,,,,4.48,,,,,,,,,,,,,,,,4.15,,,,,,,,,,,,,,,,4.16,,,,,,,,,,,,,,,,-0.69,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,4.74,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,,,3.22,,,,,,,,,,,,,,,,,,,,
1404,JOR,"Estimated core consumer price inflation, annual",-0.32,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,-1.44,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2.53,,,,,,,,,,,,,,,,2.67,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,JOR,"GDP deflator growth rate, annual",3.16,,,,,,,,,,,,,,,,8.08,,,,,,,,,,,,,,,,5.91,,,,,,,,,,,,,,,,4.61,,,,,,,,,,,,,,,,6.14,,,,,,,,,,,,,,,,3.45,,,,,,,,,,,,,,,,2.17,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,1.71,,,,,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,-0.47,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,2.59,,,,,,,,,,,,,,,,,,,,
1411,JOR,"Energy price inflation, annual",-2.94,,,,,,,,,,,,,,,,4.59,,,,,,,,,,,,,,,,3.86,,,,,,,,,,,,,,,,3.43,,,,,,,,,,,,,,,,6.83,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,3.53,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,-1.82,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,,6.62,,,,,,,,,,,,,,,,,,,,
1414,JOR,"Food price inflation, annual",1.7,,,,,,,,,,,,,,,,4.53,,,,,,,,,,,,,,,,4.22,,,,,,,,,,,,,,,,4.56,,,,,,,,,,,,,,,,4.23,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,-3.48,,,,,,,,,,,,,,,,-0.41,,,,,,,,,,,,,,,,3.23,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,2.33,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,3.44,,,,,,,,,,,,,,,,,,,,
1417,JOR,"Headline consumer price inflation, annual",-0.73,,,,,,,,,,,,,,,,4.86,,,,,,,,,,,,,,,,4.18,,,,,,,,,,,,,,,,4.52,,,,,,,,,,,,,,,,4.83,,,,,,,,,,,,,,,,2.91,,,,,,,,,,,,,,,,-0.87,,,,,,,,,,,,,,,,-0.78,,,,,,,,,,,,,,,,3.32,,,,,,,,,,,,,,,,4.46,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,4.23,,,,,,,,,,,,,,,,,,,,
1420,JOR,"Producer price inflation, annual",-16.67,,,,,,,,,,,,,,,,-2.37,,,,,,,,,,,,,,,,14.7,,,,,,,,,,,,,,,,4.71,,,,,,,,,,,,,,,,-2.55,,,,,,,,,,,,,,,,-1.69,,,,,,,,,,,,,,,,-9.93,,,,,,,,,,,,,,,,-8.77,,,,,,,,,,,,,,,,4.11,,,,,,,,,,,,,,,,7.53,,,,,,,,,,,,,,,,-1.47,,,,,,,,,,,,,,,,-7.52,,,,,,,,,,,,,,,,12.53,,,,,,,,,,,,,,,,13.97,,,,,,,,,,,,,,,,,,,,
1423,JPN,"Official core consumer price inflation, annual",-0.78,,,,,,,,,,,,,,,,-1.1,,,,,,,,,,,,,,,,-0.75,,,,,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,-0.73,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,
1426,JPN,"GDP deflator growth rate, annual",-0.57,,,,,,,,,,,,,,,,-1.88,,,,,,,,,,,,,,,,-1.62,,,,,,,,,,,,,,,,-0.76,,,,,,,,,,,,,,,,-0.35,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,-0.88,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1428,JPN,"Energy price inflation, annual",-0.18,,,,,,,,,,,,,,,,-0.35,,,,,,,,,,,,,,,,-0.22,,,,,,,,,,,,,,,,-0.34,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,-0.13,,,,,,,,,,,,,,,,-0.16,,,,,,,,,,,,,,,,-0.12,,,,,,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,-0.39,,,,,,,,,,,,,,,,3.96,,,,,,,,,,,,,,,,17.14,,,,,,,,,,,,,,,,,,,,
1431,JPN,"Food price inflation, annual",0.21,,,,,,,,,,,,,,,,-0.35,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,-0.12,,,,,,,,,,,,,,,,3.82,,,,,,,,,,,,,,,,3.08,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,
1434,JPN,"Headline consumer price inflation, annual",-1.35,,,,,,,,,,,,,,,,-0.72,,,,,,,,,,,,,,,,-0.27,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,2.76,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,-0.12,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,-0.23,,,,,,,,,,,,,,,,2.51,,,,,,,,,,,,,,,,,,,,
1439,JPN,"Producer price inflation, annual",-5.25,,,,,,,,,,,,,,,,-0.57,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,-0.86,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,3.21,,,,,,,,,,,,,,,,-2.29,,,,,,,,,,,,,,,,-3.5,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,2.51,,,,,,,,,,,,,,,,4.12,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,8.43,,,,,,,,,,,,,,,,,,,,
1442,KAZ,"Official core consumer price inflation, annual",8.21,,,,,,,,,,,,,,,,6.48,,,,,,,,,,,,,,,,8.05,,,,,,,,,,,,,,,,5.55,,,,,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,,6.71,,,,,,,,,,,,,,,,7.67,,,,,,,,,,,,,,,,15.4,,,,,,,,,,,,,,,,6.96,,,,,,,,,,,,,,,,6.19,,,,,,,,,,,,,,,,7.42,,,,,,,,,,,,,,,,7.43,,,,,,,,,,,,,,,,7.99,,,,,,,,,,,,,,,,15.13,,,,,,,,,,,,,,,,,,,,
1443,KAZ,"GDP deflator growth rate, annual",4.69,,,,,,,,,,,,,,,,19.54,,,,,,,,,,,,,,,,20.54,,,,,,,,,,,,,,,,4.79,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,5.77,,,,,,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,13.64,,,,,,,,,,,,,,,,11.21,,,,,,,,,,,,,,,,9.21,,,,,,,,,,,,,,,,7.63,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,13.93,,,,,,,,,,,,,,,,14.15,,,,,,,,,,,,,,,,,,,,
1445,KAZ,"Energy price inflation, annual",8.4,,,,,,,,,,,,,,,,10.58,,,,,,,,,,,,,,,,7.11,,,,,,,,,,,,,,,,5.73,,,,,,,,,,,,,,,,8.57,,,,,,,,,,,,,,,,4.91,,,,,,,,,,,,,,,,4.08,,,,,,,,,,,,,,,,11.59,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,11.53,,,,,,,,,,,,,,,,,,,,
1446,KAZ,"Food price inflation, annual",13.87,,,,,,,,,,,,,,,,9.01,,,,,,,,,,,,,,,,7.83,,,,,,,,,,,,,,,,4.34,,,,,,,,,,,,,,,,4.14,,,,,,,,,,,,,,,,6.65,,,,,,,,,,,,,,,,6.56,,,,,,,,,,,,,,,,12.79,,,,,,,,,,,,,,,,8.58,,,,,,,,,,,,,,,,4.73,,,,,,,,,,,,,,,,8.09,,,,,,,,,,,,,,,,10.44,,,,,,,,,,,,,,,,10.77,,,,,,,,,,,,,,,,19.18,,,,,,,,,,,,,,,,,,,,
1447,KAZ,"Headline consumer price inflation, annual",7.31,,,,,,,,,,,,,,,,7.08,,,,,,,,,,,,,,,,8.36,,,,,,,,,,,,,,,,5.17,,,,,,,,,,,,,,,,5.8,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,,,,,,6.72,,,,,,,,,,,,,,,,14.59,,,,,,,,,,,,,,,,7.43,,,,,,,,,,,,,,,,6.02,,,,,,,,,,,,,,,,5.24,,,,,,,,,,,,,,,,6.75,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,14.36,,,,,,,,,,,,,,,,,,,,
1450,KAZ,"Producer price inflation, annual",-22.05,,,,,,,,,,,,,,,,25.17,,,,,,,,,,,,,,,,27.23,,,,,,,,,,,,,,,,3.54,,,,,,,,,,,,,,,,-0.34,,,,,,,,,,,,,,,,9.47,,,,,,,,,,,,,,,,-20.52,,,,,,,,,,,,,,,,16.84,,,,,,,,,,,,,,,,15.29,,,,,,,,,,,,,,,,18.96,,,,,,,,,,,,,,,,5.09,,,,,,,,,,,,,,,,-7.93,,,,,,,,,,,,,,,,32.46,,,,,,,,,,,,,,,,29.82,,,,,,,,,,,,,,,,,,,,
1453,KEN,"GDP deflator growth rate, annual",11.64,,,,,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,10.79,,,,,,,,,,,,,,,,9.38,,,,,,,,,,,,,,,,5.17,,,,,,,,,,,,,,,,8.07,,,,,,,,,,,,,,,,10.02,,,,,,,,,,,,,,,,5.55,,,,,,,,,,,,,,,,10.94,,,,,,,,,,,,,,,,2.42,,,,,,,,,,,,,,,,3.96,,,,,,,,,,,,,,,,8.19,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,3.72,,,,,,,,,,,,,,,,,,,,
1455,KEN,"Energy price inflation, annual",11.45,,,,,,,,,,,,,,,,11.45,,,,,,,,,,,,,,,,11.45,,,,,,,,,,,,,,,,9.28,,,,,,,,,,,,,,,,4.55,,,,,,,,,,,,,,,,5.59,,,,,,,,,,,,,,,,3.19,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,3.12,,,,,,,,,,,,,,,,12.76,,,,,,,,,,,,,,,,4.59,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,KEN,"Food price inflation, annual",27.81,,,,,,,,,,,,,,,,18.89,,,,,,,,,,,,,,,,20.51,,,,,,,,,,,,,,,,9.98,,,,,,,,,,,,,,,,7.26,,,,,,,,,,,,,,,,8.71,,,,,,,,,,,,,,,,11.39,,,,,,,,,,,,,,,,10.08,,,,,,,,,,,,,,,,13.37,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,7.96,,,,,,,,,,,,,,,,9.13,,,,,,,,,,,,,,,,8.45,,,,,,,,,,,,,,,,12.25,,,,,,,,,,,,,,,,,,,,
1460,KEN,"Headline consumer price inflation, annual",10.52,,,,,,,,,,,,,,,,4.08,,,,,,,,,,,,,,,,14.03,,,,,,,,,,,,,,,,9.37,,,,,,,,,,,,,,,,5.73,,,,,,,,,,,,,,,,6.88,,,,,,,,,,,,,,,,6.59,,,,,,,,,,,,,,,,6.33,,,,,,,,,,,,,,,,7.98,,,,,,,,,,,,,,,,4.69,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,6.11,,,,,,,,,,,,,,,,7.66,,,,,,,,,,,,,,,,,,,,
1465,KEN,"Producer price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,KGZ,"Official core consumer price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,5.69,,,,,,,,,,,,,,,,3.53,,,,,,,,,,,,,,,,3.97,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,3.65,,,,,,,,,,,,,,,,5.22,,,,,,,,,,,,,,,,6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,KGZ,"GDP deflator growth rate, annual",4.04,,,,,,,,,,,,,,,,10.03,,,,,,,,,,,,,,,,22.48,,,,,,,,,,,,,,,,8.66,,,,,,,,,,,,,,,,3.18,,,,,,,,,,,,,,,,8.42,,,,,,,,,,,,,,,,3.43,,,,,,,,,,,,,,,,6.05,,,,,,,,,,,,,,,,6.33,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,-0.8,,,,,,,,,,,,,,,,5.93,,,,,,,,,,,,,,,,15.97,,,,,,,,,,,,,,,,18.5,,,,,,,,,,,,,,,,,,,,
1468,KGZ,"Energy price inflation, annual",19.15,,,,,,,,,,,,,,,,13.25,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,3.35,,,,,,,,,,,,,,,,16.26,,,,,,,,,,,,,,,,5.05,,,,,,,,,,,,,,,,-1.68,,,,,,,,,,,,,,,,2.26,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,3.48,,,,,,,,,,,,,,,,5.36,,,,,,,,,,,,,,,,6.28,,,,,,,,,,,,,,,,,,,,
1471,KGZ,"Food price inflation, annual",-2.21,,,,,,,,,,,,,,,,2.68,,,,,,,,,,,,,,,,-1.68,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,-0.22,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,-1.44,,,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,,,2.46,,,,,,,,,,,,,,,,-2.16,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,11.68,,,,,,,,,,,,,,,,17.97,,,,,,,,,,,,,,,,15.67,,,,,,,,,,,,,,,,,,,,
1474,KGZ,"Headline consumer price inflation, annual",6.79,,,,,,,,,,,,,,,,7.97,,,,,,,,,,,,,,,,16.64,,,,,,,,,,,,,,,,2.78,,,,,,,,,,,,,,,,6.62,,,,,,,,,,,,,,,,7.53,,,,,,,,,,,,,,,,6.48,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,3.18,,,,,,,,,,,,,,,,1.54,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,6.33,,,,,,,,,,,,,,,,11.91,,,,,,,,,,,,,,,,13.92,,,,,,,,,,,,,,,,,,,,
1477,KGZ,"Producer price inflation, annual",11.33,,,,,,,,,,,,,,,,23.12,,,,,,,,,,,,,,,,21.8,,,,,,,,,,,,,,,,-2.15,,,,,,,,,,,,,,,,-6.08,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,9.11,,,,,,,,,,,,,,,,6.41,,,,,,,,,,,,,,,,1.66,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,,4.27,,,,,,,,,,,,,,,,20.8,,,,,,,,,,,,,,,,11.97,,,,,,,,,,,,,,,,4.67,,,,,,,,,,,,,,,,,,,,
1480,KHM,"Estimated core consumer price inflation, annual",2.05,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,KHM,"GDP deflator growth rate, annual",2.5,,,,,,,,,,,,,,,,3.12,,,,,,,,,,,,,,,,3.36,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,2.63,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,3.54,,,,,,,,,,,,,,,,3.25,,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,2.51,,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,
1484,KHM,"Energy price inflation, annual",14.61,,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,,,,,3.74,,,,,,,,,,,,,,,,2.27,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,2.78,,,,,,,,,,,,,,,,-3.5,,,,,,,,,,,,,,,,-1.24,,,,,,,,,,,,,,,,-0.15,,,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,2.95,,,,,,,,,,,,,,,,5.67,,,,,,,,,,,,,,,,,,,,
1487,KHM,"Food price inflation, annual",1.7,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,6.14,,,,,,,,,,,,,,,,3.51,,,,,,,,,,,,,,,,3.88,,,,,,,,,,,,,,,,4.89,,,,,,,,,,,,,,,,4.02,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,3.39,,,,,,,,,,,,,,,,2.46,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,4.65,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,4.87,,,,,,,,,,,,,,,,,,,,
1490,KHM,"Headline consumer price inflation, annual",-0.66,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,5.26,,,,,,,,,,,,,,,,3.15,,,,,,,,,,,,,,,,2.94,,,,,,,,,,,,,,,,3.86,,,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,3.02,,,,,,,,,,,,,,,,2.91,,,,,,,,,,,,,,,,2.39,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,2.94,,,,,,,,,,,,,,,,2.92,,,,,,,,,,,,,,,,5.34,,,,,,,,,,,,,,,,,,,,
1493,KIR,"Estimated core consumer price inflation, annual",1.84,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,2.82,,,,,,,,,,,,,,,,-2.35,,,,,,,,,,,,,,,,-0.96,,,,,,,,,,,,,,,,-2.14,,,,,,,,,,,,,,,,-3.13,,,,,,,,,,,,,,,,-0.28,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,-1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,KIR,"GDP deflator growth rate, annual",0.17,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,4.71,,,,,,,,,,,,,,,,3.48,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,5.64,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,,,3.29,,,,,,,,,,,,,,,,8.72,,,,,,,,,,,,,,,,,,,,
1498,KIR,"Headline consumer price inflation, annual",9.82,,,,,,,,,,,,,,,,-3.9,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,-3.05,,,,,,,,,,,,,,,,-1.49,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,-1.88,,,,,,,,,,,,,,,,2.48,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,5.34,,,,,,,,,,,,,,,,,,,,
1501,KNA,"Estimated core consumer price inflation, annual",1.61,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,-0.42,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,-1.24,,,,,,,,,,,,,,,,-0.56,,,,,,,,,,,,,,,,-1.18,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,KNA,"GDP deflator growth rate, annual",3.75,,,,,,,,,,,,,,,,2.27,,,,,,,,,,,,,,,,5.65,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,-0.44,,,,,,,,,,,,,,,,2.69,,,,,,,,,,,,,,,,-0.31,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,4.73,,,,,,,,,,,,,,,,-1.49,,,,,,,,,,,,,,,,2.43,,,,,,,,,,,,,,,,-1.62,,,,,,,,,,,,,,,,-1.81,,,,,,,,,,,,,,,,-1.81,,,,,,,,,,,,,,,,,,,,
